,Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %,t,time,daily return
29,04/21/20,137.34,101045445,-11.93,-7.99,-7.99,137.34,6.41,146.02,150.67,134.76,6.41,2020-04-21,2020.304109589041,-7.99
30,04/22/20,146.42,71124150,9.08,6.61,6.61,146.42,13.45,140.80,146.80,137.74,13.45,2020-04-22,2020.3068493150686,6.61
31,04/23/20,141.13,66183500,-5.3,-3.62,-3.62,141.13,9.34,145.52,146.80,140.63,9.34,2020-04-23,2020.309589041096,-3.62
32,04/24/20,145.03,66188050,3.9,2.77,2.77,145.03,12.37,142.16,146.15,139.64,12.37,2020-04-24,2020.3123287671233,2.77
33,04/27/20,159.75,103407200,14.72,10.15,10.15,159.75,23.77,147.52,159.90,147.00,23.77,2020-04-27,2020.3205479452056,10.15
34,04/28/20,153.82,76109800,-5.93,-3.71,-3.71,153.82,19.18,159.13,161.00,151.34,19.18,2020-04-28,2020.323287671233,-3.71
35,04/29/20,160.10,81079900,6.28,4.08,4.08,160.10,24.05,158.03,160.64,156.63,24.05,2020-04-29,2020.3260273972603,4.08
36,04/30/20,156.38,142359250,-3.73,-2.33,-2.33,156.38,21.16,171.04,173.96,152.70,21.16,2020-04-30,2020.3287671232877,-2.33
37,05/01/20,140.26,162659050,-16.11,-10.3,-10.3,140.26,8.68,151.00,154.55,136.61,8.68,2020-05-01,2020.331506849315,-10.3
38,05/04/20,152.24,96185445,11.97,8.54,8.54,152.24,17.95,140.20,152.40,139.60,17.95,2020-05-04,2020.3397260273973,8.54
39,05/05/20,153.64,84958300,1.4,0.92,0.92,153.64,19.04,157.96,159.78,152.44,19.04,2020-05-05,2020.3424657534247,0.92
40,05/06/20,156.52,55616150,2.87,1.87,1.87,156.52,21.27,155.30,157.96,152.22,21.27,2020-05-06,2020.345205479452,1.87
41,05/07/20,156.01,57638450,-0.51,-0.32,-0.32,156.01,20.87,155.44,159.28,154.47,20.87,2020-05-07,2020.3479452054794,-0.32
42,05/08/20,163.88,80650445,7.88,5.05,5.05,163.88,26.98,158.75,164.80,157.40,26.98,2020-05-08,2020.3506849315067,5.05
43,05/11/20,162.26,82598000,-1.63,-0.99,-0.99,162.26,25.72,158.10,164.80,157.00,25.72,2020-05-11,2020.358904109589,-0.99
44,05/12/20,161.88,79534555,-0.38,-0.23,-0.23,161.88,25.43,165.40,168.66,161.60,25.43,2020-05-12,2020.3616438356164,-0.23
45,05/13/20,158.19,95327445,-3.69,-2.28,-2.28,158.19,22.57,164.17,165.20,152.66,22.57,2020-05-13,2020.3643835616438,-2.28
46,05/14/20,160.67,68410950,2.47,1.56,1.56,160.67,24.48,156.00,160.67,152.80,24.48,2020-05-14,2020.3671232876711,1.56
47,05/15/20,159.83,52592150,-0.83,-0.52,-0.52,159.83,23.84,158.07,161.01,157.31,23.84,2020-05-15,2020.3698630136987,-0.52
48,05/18/20,162.73,58490500,2.89,1.81,1.81,162.73,26.08,165.56,166.94,160.78,26.08,2020-05-18,2020.3780821917808,1.81
49,05/19/20,161.60,48182610,-1.12,-0.69,-0.69,161.60,25.21,163.03,164.41,161.22,25.21,2020-05-19,2020.3808219178081,-0.69
50,05/20/20,163.11,36546355,1.51,0.93,0.93,163.11,26.38,164.10,165.20,162.36,26.38,2020-05-20,2020.3835616438357,0.93
51,05/21/20,165.52,61272900,2.41,1.48,1.48,165.52,28.24,163.20,166.50,159.20,28.24,2020-05-21,2020.386301369863,1.48
52,05/22/20,163.38,49937375,-2.14,-1.3,-1.3,163.38,26.58,164.43,166.36,162.40,26.58,2020-05-22,2020.3890410958904,-1.3
53,05/26/20,163.77,40448680,0.4,0.24,0.24,163.77,26.89,166.90,166.92,163.14,26.89,2020-05-26,2020.4,0.24
54,05/27/20,164.05,57747650,0.27,0.17,0.17,164.05,27.1,164.17,165.54,157.00,27.1,2020-05-27,2020.4027397260274,0.17
55,05/28/20,161.16,36378867,-2.88,-1.76,-1.76,161.16,24.87,162.70,164.95,160.34,24.87,2020-05-28,2020.4054794520548,-1.76
56,05/29/20,167.00,59062450,5.84,3.62,3.62,167.00,29.39,161.75,167.00,160.84,29.39,2020-05-29,2020.4082191780822,3.62
57,06/01/20,179.62,75426490,12.62,7.56,7.56,179.62,39.17,171.60,179.80,170.82,39.17,2020-06-01,2020.4136986301369,7.56
58,06/02/20,176.31,67828000,-3.31,-1.84,-1.84,176.31,36.61,178.94,181.73,174.20,36.61,2020-06-02,2020.4164383561645,-1.84
59,06/03/20,176.59,39747344,0.28,0.16,0.16,176.59,36.82,177.62,179.59,176.02,36.82,2020-06-03,2020.4191780821918,0.16
60,06/04/20,172.88,44438563,-3.72,-2.1,-2.1,172.88,33.94,177.98,179.15,171.69,33.94,2020-06-04,2020.4219178082192,-2.1
61,06/05/20,177.13,39059586,4.26,2.46,2.46,177.13,37.24,175.57,177.30,173.24,37.24,2020-06-05,2020.4246575342465,2.46
62,06/08/20,189.98,70873650,12.85,7.26,7.26,189.98,47.2,183.80,190.00,181.83,47.2,2020-06-08,2020.4328767123288,7.26
63,06/09/20,188.13,56940746,-1.85,-0.97,-0.97,188.13,45.77,188.00,190.89,184.79,45.77,2020-06-09,2020.4356164383562,-0.97
64,06/10/20,205.01,92817050,16.88,8.97,8.97,205.01,58.84,198.38,205.50,196.50,58.84,2020-06-10,2020.4383561643835,8.97
65,06/11/20,194.57,79582400,-10.44,-5.09,-5.09,194.57,50.75,198.04,203.79,194.40,50.75,2020-06-11,2020.441095890411,-5.09
66,06/12/20,187.06,83816850,-7.51,-3.86,-3.86,187.06,44.93,196.00,197.60,182.52,44.93,2020-06-12,2020.4438356164383,-3.86
67,06/15/20,198.18,78485900,11.12,5.95,5.95,198.18,53.55,183.56,199.77,181.70,53.55,2020-06-15,2020.4520547945206,5.95
68,06/16/20,196.43,70255400,-1.75,-0.89,-0.89,196.43,52.19,202.37,202.58,192.48,52.19,2020-06-16,2020.454794520548,-0.89
69,06/17/20,198.36,49454000,1.93,0.98,0.98,198.36,53.69,197.54,201.00,196.51,53.69,2020-06-17,2020.4575342465753,0.98
70,06/18/20,200.79,48759680,2.43,1.23,1.23,200.79,55.57,200.60,203.84,198.89,55.57,2020-06-18,2020.4602739726026,1.23
71,06/19/20,200.18,43398742,-0.61,-0.3,-0.3,200.18,55.1,202.56,203.19,198.27,55.1,2020-06-19,2020.4630136986302,-0.3
72,06/22/20,198.86,31811750,-1.32,-0.66,-0.66,198.86,54.08,199.99,201.78,198.00,54.08,2020-06-22,2020.4712328767123,-0.66
73,06/23/20,200.36,31826354,1.49,0.75,0.75,200.36,55.24,199.78,202.40,198.80,55.24,2020-06-23,2020.4739726027397,0.75
74,06/24/20,192.17,54797950,-8.19,-4.09,-4.09,192.17,48.89,198.82,200.18,190.63,48.89,2020-06-24,2020.4767123287672,-4.09
75,06/25/20,197.20,46272742,5.03,2.62,2.62,197.20,52.79,190.85,197.20,187.43,52.79,2020-06-25,2020.4794520547946,2.62
76,06/26/20,191.95,44274540,-5.25,-2.66,-2.66,191.95,48.72,198.96,199.00,190.97,48.72,2020-06-26,2020.482191780822,-2.66
77,06/29/20,201.87,45132020,9.92,5.17,5.17,201.87,56.41,193.80,202.00,189.70,56.41,2020-06-29,2020.490410958904,5.17
78,06/30/20,215.96,84592490,14.09,6.98,6.98,215.96,67.33,201.30,217.54,200.75,67.33,2020-06-30,2020.4931506849316,6.98
79,07/01/20,223.93,66634500,7.96,3.69,3.69,223.93,73.5,216.60,227.07,216.10,73.5,2020-07-01,2020.495890410959,3.69
80,07/02/20,241.73,86250600,17.81,7.95,7.95,241.73,87.29,244.30,245.60,237.12,87.29,2020-07-02,2020.4986301369863,7.95
81,07/06/20,274.32,102849300,32.58,13.48,13.48,274.32,112.54,255.34,275.56,253.21,112.54,2020-07-06,2020.509589041096,13.48
82,07/07/20,277.97,107448300,3.66,1.33,1.33,277.97,115.37,281.00,285.90,267.34,115.37,2020-07-07,2020.5123287671233,1.33
83,07/08/20,273.18,81556555,-4.8,-1.73,-1.73,273.18,111.66,281.00,283.45,262.27,111.66,2020-07-08,2020.5150684931507,-1.73
84,07/09/20,278.86,58588000,5.68,2.08,2.08,278.86,116.06,279.40,281.71,270.26,116.06,2020-07-09,2020.517808219178,2.08
85,07/10/20,308.93,116687750,30.07,10.78,10.78,308.93,139.36,279.20,309.78,275.20,139.36,2020-07-10,2020.5205479452054,10.78
86,07/13/20,299.41,194926800,-9.52,-3.08,-3.08,299.41,131.98,331.80,359.00,294.22,131.98,2020-07-13,2020.5287671232877,-3.08
87,07/14/20,303.36,117090695,3.95,1.32,1.32,303.36,135.04,311.20,318.00,286.20,135.04,2020-07-14,2020.531506849315,1.32
88,07/15/20,309.20,81839150,5.84,1.93,1.93,309.20,139.57,308.60,310.00,291.40,139.57,2020-07-15,2020.5342465753424,1.93
89,07/16/20,300.13,71503950,-9.07,-2.93,-2.93,300.13,132.54,295.43,306.34,293.20,132.54,2020-07-16,2020.5369863013698,-2.93
90,07/17/20,300.17,46649860,0.04,0.01,0.01,300.17,132.57,302.69,307.50,298.00,132.57,2020-07-17,2020.5397260273974,0.01
91,07/20/20,328.60,85606850,28.43,9.47,9.47,328.60,154.6,303.80,330.00,297.60,154.6,2020-07-20,2020.5479452054794,9.47
92,07/21/20,313.67,80786400,-14.93,-4.54,-4.54,313.67,143.03,327.99,335.00,311.60,143.03,2020-07-21,2020.5506849315068,-4.54
93,07/22/20,318.47,70805400,4.79,1.53,1.53,318.47,146.75,319.80,325.28,312.40,146.75,2020-07-22,2020.5534246575342,1.53
94,07/23/20,302.61,121642490,-15.85,-4.98,-4.98,302.61,134.46,335.79,337.80,296.15,134.46,2020-07-23,2020.5561643835617,-4.98
95,07/24/20,283.40,96983090,-19.21,-6.35,-6.35,283.40,119.58,283.20,293.00,273.31,119.58,2020-07-24,2020.558904109589,-6.35
96,07/27/20,307.92,80243350,24.52,8.65,8.65,307.92,138.58,287.00,309.59,282.60,138.58,2020-07-27,2020.5671232876712,8.65
97,07/28/20,295.30,79043490,-12.62,-4.1,-4.1,295.30,128.8,300.80,312.94,294.88,128.8,2020-07-28,2020.5698630136985,-4.1
98,07/29/20,299.82,47134465,4.52,1.53,1.53,299.82,132.3,300.20,306.96,297.40,132.3,2020-07-29,2020.572602739726,1.53
99,07/30/20,297.50,38105195,-2.32,-0.78,-0.78,297.50,130.5,297.60,302.65,294.20,130.5,2020-07-30,2020.5753424657535,-0.78
100,07/31/20,286.15,61234800,-11.35,-3.81,-3.81,286.15,121.71,303.00,303.41,284.20,121.71,2020-07-31,2020.5780821917808,-3.81
101,08/03/20,297.00,44046727,10.85,3.79,3.79,297.00,130.11,289.84,301.96,288.88,130.11,2020-08-03,2020.5835616438355,3.79
102,08/04/20,297.40,42074950,0.4,0.13,0.13,297.40,130.42,299.00,305.48,292.40,130.42,2020-08-04,2020.5863013698631,0.13
103,08/05/20,297.00,24890074,-0.4,-0.13,-0.13,297.00,130.12,298.60,299.97,293.66,130.12,2020-08-05,2020.5890410958905,-0.13
104,08/06/20,297.92,29961564,0.91,0.31,0.31,297.92,130.82,298.17,303.46,295.45,130.82,2020-08-06,2020.5917808219178,0.31
105,08/07/20,290.54,44482100,-7.37,-2.48,-2.48,290.54,125.11,299.91,299.95,283.00,125.11,2020-08-07,2020.5945205479452,-2.48
106,08/10/20,283.71,37611320,-6.83,-2.35,-2.35,283.71,119.82,289.60,291.50,277.17,119.82,2020-08-10,2020.6027397260275,-2.35
107,08/11/20,274.88,43129168,-8.84,-3.11,-3.11,274.88,112.97,279.20,284.00,273.00,112.97,2020-08-11,2020.6054794520549,-3.11
108,08/12/20,310.95,109494150,36.07,13.12,13.12,310.95,140.92,294.00,317.00,287.00,140.92,2020-08-12,2020.6082191780822,13.12
109,08/13/20,324.20,102126555,13.25,4.26,4.26,324.20,151.19,322.20,330.24,313.45,151.19,2020-08-13,2020.6109589041096,4.26
110,08/14/20,330.14,62888047,5.94,1.83,1.83,330.14,155.79,333.00,333.76,325.33,155.79,2020-08-14,2020.613698630137,1.83
111,08/17/20,367.13,101211600,36.99,11.2,11.2,367.13,184.45,335.40,369.17,334.57,184.45,2020-08-17,2020.6219178082192,11.2
112,08/18/20,377.42,82372445,10.29,2.8,2.8,377.42,192.42,379.80,384.78,369.02,192.42,2020-08-18,2020.6246575342466,2.8
113,08/19/20,375.71,61026650,-1.71,-0.45,-0.45,375.71,191.1,373.00,382.20,368.24,191.1,2020-08-19,2020.627397260274,-0.45
114,08/20/20,400.37,103059000,24.66,6.56,6.56,400.37,210.2,372.14,404.40,371.41,210.2,2020-08-20,2020.6301369863013,6.56
115,08/21/20,410.00,107447800,9.63,2.41,2.41,410.00,217.66,408.95,419.10,405.01,217.66,2020-08-21,2020.6328767123289,2.41
116,08/24/20,402.84,100318090,-7.16,-1.75,-1.75,402.84,212.12,425.25,425.80,385.50,212.12,2020-08-24,2020.641095890411,-1.75
117,08/25/20,404.67,53294450,1.83,0.45,0.45,404.67,213.54,394.98,405.59,393.60,213.54,2020-08-25,2020.6438356164383,0.45
118,08/26/20,430.63,71196900,25.97,6.42,6.42,430.63,233.65,412.00,433.20,410.73,233.65,2020-08-26,2020.6465753424657,6.42
119,08/27/20,447.75,118465200,17.12,3.97,3.97,447.75,246.92,436.09,459.12,428.50,246.92,2020-08-27,2020.6493150684933,3.97
120,08/28/20,442.68,100405900,-5.07,-1.13,-1.13,442.68,242.99,459.02,463.70,437.30,242.99,2020-08-28,2020.6520547945206,-1.13
121,08/31/20,498.32,118374400,55.64,12.57,12.57,498.32,286.1,444.61,500.14,440.11,286.1,2020-08-31,2020.6602739726027,12.57
122,09/01/20,475.05,90119420,-23.27,-4.67,-4.67,475.05,268.07,502.14,502.49,470.51,268.07,2020-09-01,2020.6602739726027,-4.67
123,09/02/20,447.37,96176125,-27.68,-5.83,-5.83,447.37,246.62,478.99,479.04,405.12,246.62,2020-09-02,2020.66301369863,-5.83
124,09/03/20,407.00,87596086,-40.37,-9.02,-9.02,407.00,215.34,407.23,431.80,402.00,215.34,2020-09-03,2020.6657534246576,-9.02
125,09/04/20,418.32,110321910,11.32,2.78,2.78,418.32,224.11,402.81,428.00,372.02,224.11,2020-09-04,2020.668493150685,2.78
126,09/08/20,330.21,115465695,-88.11,-21.06,-21.06,330.21,155.85,356.00,368.74,329.88,155.85,2020-09-08,2020.6794520547944,-21.06
127,09/09/20,366.28,79465766,36.07,10.92,10.92,366.28,183.79,356.60,369.00,341.51,183.79,2020-09-09,2020.682191780822,10.92
128,09/10/20,371.34,84930610,5.06,1.38,1.38,371.34,187.71,386.21,398.99,360.56,187.71,2020-09-10,2020.6849315068494,1.38
129,09/11/20,372.72,60717460,1.38,0.37,0.37,372.72,188.78,381.94,382.50,360.50,188.78,2020-09-11,2020.6876712328767,0.37
130,09/14/20,419.62,83020610,46.9,12.58,12.58,419.62,225.12,380.95,420.00,373.30,225.12,2020-09-14,2020.695890410959,12.58
131,09/15/20,449.76,97298234,30.14,7.18,7.18,449.76,248.47,436.56,461.94,430.70,248.47,2020-09-15,2020.6986301369864,7.18
132,09/16/20,441.76,72546760,-8.0,-1.78,-1.78,441.76,242.27,439.87,457.79,435.31,242.27,2020-09-16,2020.7013698630137,-1.78
133,09/17/20,423.43,76779160,-18.33,-4.15,-4.15,423.43,228.07,415.60,437.79,408.00,228.07,2020-09-17,2020.704109589041,-4.15
134,09/18/20,442.15,86406810,18.72,4.42,4.42,442.15,242.58,447.94,451.00,428.80,242.58,2020-09-18,2020.7068493150684,4.42
135,09/21/20,449.39,109476800,7.24,1.64,1.64,449.39,248.19,453.13,455.68,407.07,248.19,2020-09-21,2020.7150684931507,1.64
136,09/22/20,424.23,79580800,-25.16,-5.6,-5.6,424.23,228.69,429.60,437.76,417.60,228.69,2020-09-22,2020.717808219178,-5.6
137,09/23/20,380.36,95074180,-43.87,-10.34,-10.34,380.36,194.7,405.16,412.15,375.88,194.7,2020-09-23,2020.7205479452055,-10.34
138,09/24/20,387.79,96561055,7.43,1.95,1.95,387.79,200.46,363.80,399.50,351.30,200.46,2020-09-24,2020.7232876712328,1.95
139,09/25/20,407.34,67208460,19.55,5.04,5.04,407.34,215.61,393.47,408.73,391.30,215.61,2020-09-25,2020.7260273972602,5.04
140,09/28/20,421.20,49719560,13.86,3.4,3.4,421.20,226.34,424.62,428.08,415.55,226.34,2020-09-28,2020.7342465753425,3.4
141,09/29/20,419.07,50341400,-2.13,-0.51,-0.51,419.07,224.69,416.00,428.50,411.60,224.69,2020-09-29,2020.7369863013698,-0.51
142,09/30/20,429.01,48145566,9.94,2.37,2.37,429.01,232.4,421.32,433.93,420.47,232.4,2020-09-30,2020.7397260273972,2.37
143,10/01/20,448.16,50741450,19.15,4.46,4.46,448.16,247.23,440.76,448.88,434.42,247.23,2020-10-01,2020.7424657534248,4.46
144,10/02/20,415.09,71430030,-33.07,-7.38,-7.38,415.09,221.61,421.39,439.13,415.00,221.61,2020-10-02,2020.7452054794521,-7.38
145,10/05/20,425.68,44722793,10.59,2.55,2.55,425.68,229.82,423.35,433.64,419.33,229.82,2020-10-05,2020.7534246575342,2.55
146,10/06/20,413.98,49146260,-11.7,-2.75,-2.75,413.98,220.75,423.79,428.78,406.05,220.75,2020-10-06,2020.7561643835616,-2.75
147,10/07/20,425.30,43127710,11.32,2.73,2.73,425.30,229.52,419.87,429.90,413.85,229.52,2020-10-07,2020.7589041095891,2.73
148,10/08/20,425.92,40421120,0.62,0.15,0.15,425.92,230.0,438.44,439.00,425.30,230.0,2020-10-08,2020.7616438356165,0.15
149,10/09/20,434.00,28925660,8.08,1.9,1.9,434.00,236.26,430.13,434.59,426.46,236.26,2020-10-09,2020.7643835616439,1.9
150,10/12/20,442.30,38791130,8.3,1.91,1.91,442.30,242.69,442.00,448.74,438.58,242.69,2020-10-12,2020.772602739726,1.91
151,10/13/20,446.65,34463670,4.35,0.98,0.98,446.65,246.06,443.35,448.89,436.60,246.06,2020-10-13,2020.7753424657535,0.98
152,10/14/20,461.30,48045390,14.65,3.28,3.28,461.30,257.41,449.78,465.90,447.35,257.41,2020-10-14,2020.7780821917809,3.28
153,10/15/20,448.88,35672350,-12.42,-2.69,-2.69,448.88,247.79,450.31,456.57,442.50,247.79,2020-10-15,2020.7808219178082,-2.69
154,10/16/20,439.67,32775880,-9.21,-2.05,-2.05,439.67,240.66,454.44,455.95,438.85,240.66,2020-10-16,2020.7835616438356,-2.05
155,10/19/20,430.83,36287840,-8.84,-2.01,-2.01,430.83,233.81,446.24,447.00,428.87,233.81,2020-10-19,2020.7917808219179,-2.01
156,10/20/20,421.94,31656290,-8.89,-2.06,-2.06,421.94,226.92,431.75,431.75,419.05,226.92,2020-10-20,2020.7945205479452,-2.06
157,10/21/20,422.64,32370460,0.7,0.17,0.17,422.64,227.46,422.70,432.95,421.25,227.46,2020-10-21,2020.7972602739726,0.17
158,10/22/20,425.79,39993190,3.15,0.75,0.75,425.79,229.9,441.92,445.23,424.51,229.9,2020-10-22,2020.8,0.75
159,10/23/20,420.63,33716980,-5.16,-1.21,-1.21,420.63,225.9,421.84,422.89,407.38,225.9,2020-10-23,2020.8027397260273,-1.21
160,10/26/20,420.28,28239160,-0.35,-0.08,-0.08,420.28,225.63,411.63,425.76,410.00,225.63,2020-10-26,2020.8109589041096,-0.08
161,10/27/20,424.68,22686510,4.4,1.05,1.05,424.68,229.04,423.76,430.50,420.10,229.04,2020-10-27,2020.813698630137,1.05
162,10/28/20,406.02,25451410,-18.66,-4.39,-4.39,406.02,214.58,416.48,418.60,406.00,214.58,2020-10-28,2020.8164383561643,-4.39
163,10/29/20,410.83,22655310,4.81,1.18,1.18,410.83,218.31,409.96,418.06,406.46,218.31,2020-10-29,2020.8191780821917,1.18
164,10/30/20,388.04,42587640,-22.79,-5.55,-5.55,388.04,200.65,406.90,407.59,379.11,200.65,2020-10-30,2020.8219178082193,-5.55
165,11/02/20,400.51,29021120,12.47,3.21,3.21,400.51,210.31,394.00,406.98,392.30,210.31,2020-11-02,2020.827397260274,3.21
166,11/03/20,423.90,34351720,23.39,5.84,5.84,423.90,228.44,409.73,427.77,406.69,228.44,2020-11-03,2020.8301369863013,5.84
167,11/04/20,420.98,32143060,-2.92,-0.69,-0.69,420.98,226.17,430.62,435.40,417.10,226.17,2020-11-04,2020.8328767123287,-0.69
168,11/05/20,438.09,28414520,17.11,4.06,4.06,438.09,239.43,428.30,440.00,424.00,239.43,2020-11-05,2020.835616438356,4.06
169,11/06/20,429.95,21706010,-8.14,-1.86,-1.86,429.95,233.12,436.10,436.57,424.28,233.12,2020-11-06,2020.8383561643836,-1.86
170,11/09/20,421.26,34833030,-8.69,-2.02,-2.02,421.26,226.39,439.50,452.50,421.00,226.39,2020-11-09,2020.8465753424657,-2.02
171,11/10/20,410.36,30284220,-10.9,-2.59,-2.59,410.36,217.95,420.09,420.09,396.03,217.95,2020-11-10,2020.849315068493,-2.59
172,11/11/20,417.13,17357720,6.77,1.65,1.65,417.13,223.19,416.45,418.70,410.58,223.19,2020-11-11,2020.8520547945207,1.65
173,11/12/20,411.76,19940500,-5.37,-1.29,-1.29,411.76,219.03,415.05,423.00,409.52,219.03,2020-11-12,2020.854794520548,-1.29
174,11/13/20,408.50,19830350,-3.26,-0.79,-0.79,408.50,216.5,410.85,412.53,401.66,216.5,2020-11-13,2020.8575342465754,-0.79
175,11/16/20,408.09,26838640,-0.41,-0.1,-0.1,408.09,216.19,408.93,412.45,404.09,216.19,2020-11-16,2020.8657534246574,-0.1
176,11/17/20,441.61,61188280,33.52,8.21,8.21,441.61,242.16,460.17,462.00,433.01,242.16,2020-11-17,2020.868493150685,8.21
177,11/18/20,486.64,78044016,45.03,10.2,10.2,486.64,277.05,448.35,496.00,443.50,277.05,2020-11-18,2020.8712328767124,10.2
178,11/19/20,499.27,62475350,12.63,2.6,2.6,499.27,286.83,492.00,508.61,487.57,286.83,2020-11-19,2020.8739726027397,2.6
179,11/20/20,489.61,32911920,-9.66,-1.93,-1.93,489.61,279.35,497.99,502.50,489.06,279.35,2020-11-20,2020.876712328767,-1.93
180,11/23/20,521.85,50260300,32.24,6.58,6.58,521.85,304.33,503.50,526.00,501.79,304.33,2020-11-23,2020.8849315068494,6.58
181,11/24/20,555.38,53648490,33.53,6.43,6.43,555.38,330.31,540.40,559.99,526.20,330.31,2020-11-24,2020.8876712328768,6.43
182,11/25/20,574.00,48930160,18.62,3.35,3.35,574.00,344.73,550.06,574.00,545.37,344.73,2020-11-25,2020.890410958904,3.35
183,11/27/20,585.76,37561080,11.76,2.05,2.05,585.76,353.85,581.16,598.78,578.45,353.85,2020-11-27,2020.8958904109588,2.05
184,11/30/20,567.60,63003047,-18.16,-3.1,-3.1,567.60,339.77,602.21,607.80,554.51,339.77,2020-11-30,2020.9041095890411,-3.1
185,12/01/20,584.76,40382832,17.16,3.02,3.02,584.76,353.07,597.59,597.85,572.05,353.07,2020-12-01,2020.9068493150685,3.02
186,12/02/20,568.82,47775650,-15.94,-2.73,-2.73,568.82,340.72,556.44,571.54,541.21,340.72,2020-12-02,2020.9095890410958,-2.73
187,12/03/20,593.38,42552000,24.56,4.32,4.32,593.38,359.75,590.02,598.97,582.43,359.75,2020-12-03,2020.9123287671232,4.32
188,12/04/20,599.04,29401310,5.66,0.95,0.95,599.04,364.13,591.01,599.04,585.50,364.13,2020-12-04,2020.9150684931508,0.95
189,12/07/20,641.76,56309710,42.72,7.13,7.13,641.76,397.23,604.92,648.79,603.05,397.23,2020-12-07,2020.9232876712329,7.13
190,12/08/20,649.88,64265030,8.12,1.27,1.27,649.88,403.53,625.51,651.28,618.50,403.53,2020-12-08,2020.9260273972602,1.27
191,12/09/20,604.48,71291195,-45.4,-6.99,-6.99,604.48,368.35,653.69,654.32,588.00,368.35,2020-12-09,2020.9287671232876,-6.99
192,12/10/20,627.07,67083150,22.59,3.74,3.74,627.07,385.85,574.37,627.75,566.34,385.85,2020-12-10,2020.9315068493152,3.74
193,12/11/20,609.99,46474970,-17.08,-2.72,-2.72,609.99,372.62,615.01,624.00,596.80,372.62,2020-12-11,2020.9342465753425,-2.72
194,12/14/20,639.83,52040650,29.84,4.89,4.89,639.83,395.74,619.00,642.75,610.20,395.74,2020-12-14,2020.9424657534246,4.89
195,12/15/20,633.25,45223560,-6.58,-1.03,-1.03,633.25,390.64,643.28,646.90,623.80,390.64,2020-12-15,2020.945205479452,-1.03
196,12/16/20,622.77,42095810,-10.48,-1.65,-1.65,622.77,382.52,628.23,632.50,605.00,382.52,2020-12-16,2020.9479452054795,-1.65
197,12/17/20,655.90,56270140,33.13,5.32,5.32,655.90,408.19,628.19,658.82,619.50,408.19,2020-12-17,2020.9506849315069,5.32
198,12/18/20,695.00,222126200,39.1,5.96,5.96,695.00,438.48,668.90,695.00,628.54,438.48,2020-12-18,2020.9534246575342,5.96
199,12/21/20,649.86,58045260,-45.14,-6.49,-6.49,649.86,403.51,666.24,668.50,646.07,403.51,2020-12-21,2020.9616438356165,-6.49
200,12/22/20,640.34,51861640,-9.52,-1.46,-1.46,640.34,396.13,648.00,649.88,614.23,396.13,2020-12-22,2020.964383561644,-1.46
201,12/23/20,645.98,33172970,5.64,0.88,0.88,645.98,400.5,632.20,651.50,622.57,400.5,2020-12-23,2020.9671232876713,0.88
202,12/24/20,661.77,22865570,15.79,2.44,2.44,661.77,412.74,642.99,666.09,641.00,412.74,2020-12-24,2020.9698630136986,2.44
203,12/28/20,663.69,32278560,1.92,0.29,0.29,663.69,414.23,674.51,681.40,660.80,414.23,2020-12-28,2020.9808219178083,0.29
204,12/29/20,665.99,22910810,2.3,0.35,0.35,665.99,416.01,661.00,669.90,655.00,416.01,2020-12-29,2020.9835616438356,0.35
205,12/30/20,694.78,42846020,28.79,4.32,4.32,694.78,438.31,672.00,696.60,668.36,438.31,2020-12-30,2020.986301369863,4.32
206,12/31/20,705.67,49649930,10.89,1.57,1.57,705.67,446.75,699.99,718.72,691.12,446.75,2020-12-31,2020.9890410958903,1.57
207,01/04/21,729.77,48638190,24.1,3.42,3.42,729.77,465.42,719.46,744.49,717.19,465.42,2021-01-04,2021.0109589041097,3.42
208,01/05/21,735.11,32245170,5.34,0.73,0.73,735.11,469.56,723.66,740.84,719.20,469.56,2021-01-05,2021.013698630137,0.73
209,01/06/21,755.98,44699970,20.87,2.84,2.84,755.98,485.73,758.49,774.00,749.10,485.73,2021-01-06,2021.0164383561644,2.84
210,01/07/21,816.04,51498953,60.06,7.94,7.94,816.04,532.27,777.63,816.99,775.20,532.27,2021-01-07,2021.0191780821917,7.94
211,01/08/21,880.02,75055530,63.98,7.84,7.84,880.02,581.84,856.00,884.49,838.39,581.84,2021-01-08,2021.021917808219,7.84
212,01/11/21,811.19,59554152,-68.83,-7.82,-7.82,811.19,528.51,849.40,854.43,803.62,528.51,2021-01-11,2021.0301369863014,-7.82
213,01/12/21,849.44,46270720,38.25,4.72,4.72,849.44,558.14,831.00,868.00,827.34,558.14,2021-01-12,2021.0328767123287,4.72
214,01/13/21,854.41,33312500,4.97,0.59,0.59,854.41,561.99,852.76,860.47,832.00,561.99,2021-01-13,2021.035616438356,0.59
215,01/14/21,845.00,31266330,-9.41,-1.1,-1.1,845.00,554.7,843.39,863.00,838.75,554.7,2021-01-14,2021.0383561643835,-1.1
216,01/15/21,826.16,38777600,-18.84,-2.23,-2.23,826.16,540.11,852.00,859.90,819.10,540.11,2021-01-15,2021.041095890411,-2.23
217,01/19/21,844.55,25366980,18.39,2.23,2.23,844.55,554.36,837.80,850.00,833.00,554.36,2021-01-19,2021.0520547945205,2.23
