,Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %,t,time,daily return
60,06/04/20,47.92,13604670,0.02,0.04,0.04,48.33,-9.94,47.94,48.27,47.38,-10.7,2020-06-04,2020.4219178082192,0.04
61,06/05/20,49.09,20504800,1.17,2.44,2.44,49.51,-7.74,48.54,49.49,48.46,-8.52,2020-06-05,2020.4246575342463,2.44
62,06/08/20,49.85,19896660,0.76,1.55,1.55,50.27,-6.31,49.54,49.97,49.47,-7.1,2020-06-08,2020.4328767123288,1.55
63,06/09/20,49.0,16713660,-0.85,-1.71,-1.71,49.41,-7.91,49.59,49.59,48.68,-8.68,2020-06-09,2020.435616438356,-1.71
64,06/10/20,48.62,15716570,-0.38,-0.78,-0.78,49.03,-8.63,49.16,49.27,48.57,-9.39,2020-06-10,2020.4383561643835,-0.78
65,06/11/20,45.54,26070380,-3.08,-6.33,-6.33,45.93,-14.41,47.81,47.92,45.46,-15.13,2020-06-11,2020.441095890411,-6.33
66,06/12/20,45.6,21822740,0.06,0.13,1.03,46.4,-13.53,46.21,46.25,45.01,-15.02,2020-06-12,2020.4438356164385,1.03
67,06/15/20,46.3,15627070,0.7,1.54,1.54,47.11,-12.2,44.57,46.45,44.47,-13.72,2020-06-15,2020.4520547945208,1.54
68,06/16/20,46.77,18808010,0.47,1.02,1.02,47.59,-11.31,47.56,47.69,46.19,-12.84,2020-06-16,2020.454794520548,1.02
69,06/17/20,46.58,12602790,-0.19,-0.41,-0.41,47.4,-11.67,46.78,47.06,46.44,-13.19,2020-06-17,2020.4575342465755,-0.41
70,06/18/20,46.99,9380779,0.41,0.88,0.88,47.81,-10.9,46.3,47.04,46.07,-12.43,2020-06-18,2020.4602739726024,0.88
71,06/19/20,46.02,30432090,-0.97,-2.06,-2.06,46.83,-12.73,47.77,47.79,46.02,-14.24,2020-06-19,2020.4630136986304,-2.06
72,06/22/20,45.74,20876170,-0.28,-0.61,-0.61,46.54,-13.27,46.03,46.15,45.38,-14.76,2020-06-22,2020.4712328767123,-0.61
73,06/23/20,45.64,14675300,-0.1,-0.22,-0.22,46.44,-13.46,46.0,46.29,45.58,-14.95,2020-06-23,2020.47397260274,-0.22
74,06/24/20,44.65,17631820,-0.99,-2.17,-2.17,45.43,-15.33,45.37,45.44,44.5,-16.79,2020-06-24,2020.4767123287672,-2.17
75,06/25/20,44.93,13829650,0.28,0.63,0.63,45.72,-14.8,44.47,44.98,44.03,-16.27,2020-06-25,2020.4794520547944,0.63
76,06/26/20,43.57,21955060,-1.36,-3.03,-3.03,44.33,-17.38,44.92,45.01,43.51,-18.8,2020-06-26,2020.482191780822,-3.03
77,06/29/20,44.36,17603890,0.79,1.81,1.81,45.14,-15.88,44.0,44.57,43.55,-17.33,2020-06-29,2020.490410958904,1.81
78,06/30/20,44.68,23679840,0.32,0.72,0.72,45.46,-15.28,44.25,44.83,44.04,-16.73,2020-06-30,2020.493150684932,0.72
79,07/01/20,44.82,14316520,0.14,0.31,0.31,45.61,-15.01,44.93,45.53,44.71,-16.47,2020-07-01,2020.495890410959,0.31
80,07/02/20,44.88,15111890,0.06,0.13,0.13,45.67,-14.9,45.29,45.43,44.8,-16.36,2020-07-02,2020.4986301369863,0.13
81,07/06/20,45.23,15146040,0.35,0.78,0.78,46.02,-14.23,45.14,45.27,44.61,-15.71,2020-07-06,2020.509589041096,0.78
82,07/07/20,45.21,13043560,-0.02,-0.04,-0.04,46.0,-14.27,45.0,45.5,44.8,-15.75,2020-07-07,2020.5123287671236,-0.04
83,07/08/20,45.07,13851200,-0.14,-0.31,-0.31,45.86,-14.54,45.14,45.18,44.47,-16.01,2020-07-08,2020.5150684931507,-0.31
84,07/09/20,43.91,16087070,-1.16,-2.57,-2.57,44.68,-16.74,45.05,45.05,43.83,-18.17,2020-07-09,2020.517808219178,-2.57
85,07/10/20,45.15,15627760,1.24,2.82,2.82,45.94,-14.38,43.88,45.25,43.86,-15.86,2020-07-10,2020.5205479452052,2.82
86,07/13/20,45.25,16705350,0.1,0.22,0.22,46.04,-14.19,45.53,45.68,44.96,-15.67,2020-07-13,2020.528767123288,0.22
87,07/14/20,45.87,17080130,0.62,1.37,1.37,46.67,-13.02,44.91,45.94,44.67,-14.52,2020-07-14,2020.531506849315,1.37
88,07/15/20,46.4,23738000,0.53,1.16,1.16,47.21,-12.01,46.3,47.19,46.2,-13.53,2020-07-15,2020.5342465753424,1.16
89,07/16/20,46.15,13306110,-0.25,-0.54,-0.54,46.96,-12.49,46.26,46.69,45.94,-14.0,2020-07-16,2020.5369863013696,-0.54
90,07/17/20,46.82,13906060,0.67,1.45,1.45,47.64,-11.22,46.47,46.91,46.13,-12.75,2020-07-17,2020.5397260273971,1.45
91,07/20/20,46.12,16633180,-0.7,-1.5,-1.5,46.93,-12.55,46.72,46.83,45.85,-14.05,2020-07-20,2020.5479452054797,-1.5
92,07/21/20,47.2,25686340,1.08,2.34,2.34,48.03,-10.5,47.52,47.99,46.93,-12.04,2020-07-21,2020.5506849315068,2.34
93,07/22/20,48.48,29831180,1.28,2.71,2.71,49.33,-8.07,47.93,48.52,47.03,-9.65,2020-07-22,2020.5534246575344,2.71
94,07/23/20,48.28,15934950,-0.2,-0.41,-0.41,49.13,-8.45,48.47,48.57,48.03,-10.03,2020-07-23,2020.5561643835615,-0.41
95,07/24/20,48.49,16196840,0.21,0.43,0.43,49.34,-8.05,48.4,48.8,48.07,-9.63,2020-07-24,2020.558904109589,0.43
96,07/27/20,48.48,17346530,-0.01,-0.02,-0.02,49.33,-8.07,48.18,48.51,48.18,-9.65,2020-07-27,2020.5671232876712,-0.02
97,07/28/20,48.18,13872700,-0.3,-0.62,-0.62,49.02,-8.64,48.34,49.28,48.1,-10.21,2020-07-28,2020.5698630136983,-0.62
98,07/29/20,48.02,13758070,-0.16,-0.33,-0.33,48.86,-8.94,48.14,48.5,47.82,-10.51,2020-07-29,2020.572602739726,-0.33
99,07/30/20,47.69,17276480,-0.33,-0.69,-0.69,48.53,-9.57,47.67,48.23,47.2,-11.13,2020-07-30,2020.5753424657532,-0.69
100,07/31/20,47.24,14850570,-0.45,-0.94,-0.94,48.07,-10.42,47.44,47.77,46.73,-11.96,2020-07-31,2020.5780821917808,-0.94
101,08/03/20,46.3,14141810,-0.94,-1.99,-1.99,47.11,-12.2,47.14,47.36,46.23,-13.72,2020-08-03,2020.5835616438355,-1.99
102,08/04/20,46.69,11707040,0.39,0.84,0.84,47.51,-11.46,46.29,46.86,46.22,-12.99,2020-08-04,2020.5863013698631,0.84
103,08/05/20,47.22,10561640,0.53,1.14,1.14,48.05,-10.46,46.9,47.27,46.81,-12.0,2020-08-05,2020.5890410958905,1.14
104,08/06/20,47.48,10745030,0.26,0.55,0.55,48.31,-9.97,46.66,47.53,46.6,-11.52,2020-08-06,2020.5917808219176,0.55
105,08/07/20,47.8,11669710,0.32,0.67,0.67,48.64,-9.36,47.47,48.08,47.21,-10.92,2020-08-07,2020.5945205479447,0.67
106,08/10/20,47.72,11887960,-0.08,-0.17,-0.17,48.56,-9.51,48.06,48.28,47.66,-11.07,2020-08-10,2020.6027397260275,-0.17
107,08/11/20,47.93,16531560,0.21,0.44,0.44,48.77,-9.11,48.46,48.65,47.7,-10.68,2020-08-11,2020.6054794520549,0.44
108,08/12/20,48.43,9564025,0.5,1.04,1.04,49.28,-8.16,48.3,48.69,48.12,-9.75,2020-08-12,2020.6082191780824,1.04
109,08/13/20,48.38,9882909,-0.05,-0.1,-0.1,49.23,-8.26,48.26,48.73,48.06,-9.84,2020-08-13,2020.6109589041096,-0.1
110,08/14/20,48.45,10075810,0.07,0.14,0.14,49.3,-8.13,48.34,48.69,48.03,-9.71,2020-08-14,2020.613698630137,0.14
111,08/17/20,48.21,9102364,-0.24,-0.5,-0.5,49.05,-8.58,48.32,48.75,48.2,-10.16,2020-08-17,2020.6219178082192,-0.5
112,08/18/20,48.42,9828985,0.21,0.44,0.44,49.27,-8.18,48.2,48.5,47.96,-9.77,2020-08-18,2020.6246575342464,0.44
113,08/19/20,47.37,17371040,-1.05,-2.17,-2.17,48.2,-10.17,48.12,48.38,47.22,-11.72,2020-08-19,2020.627397260274,-2.17
114,08/20/20,47.35,11308740,-0.02,-0.04,-0.04,48.18,-10.21,47.27,47.6,47.09,-11.76,2020-08-20,2020.6301369863013,-0.04
115,08/21/20,47.28,14734120,-0.07,-0.15,-0.15,48.11,-10.35,47.34,47.5,46.97,-11.89,2020-08-21,2020.6328767123289,-0.15
116,08/24/20,47.97,9257725,0.69,1.46,1.46,48.81,-9.04,47.43,47.98,47.18,-10.6,2020-08-24,2020.641095890411,1.46
117,08/25/20,47.91,7827833,-0.06,-0.13,-0.13,48.75,-9.15,48.0,48.05,47.65,-10.72,2020-08-25,2020.6438356164383,-0.13
118,08/26/20,48.16,10124150,0.25,0.52,0.52,49.0,-8.68,47.76,48.18,47.47,-10.25,2020-08-26,2020.6465753424657,0.52
119,08/27/20,48.23,10931640,0.07,0.15,0.15,49.08,-8.54,48.25,48.82,48.2,-10.12,2020-08-27,2020.6493150684933,0.15
120,08/28/20,49.83,16420260,1.6,3.32,3.32,50.7,-5.51,48.75,49.85,48.53,-7.14,2020-08-28,2020.6520547945208,3.32
121,08/31/20,49.53,18510780,-0.3,-0.6,-0.6,50.4,-6.08,49.8,50.07,49.35,-7.7,2020-08-31,2020.660273972603,-0.6
122,09/01/20,49.12,12590430,-0.41,-0.83,-0.83,49.98,-6.86,49.31,49.35,48.83,-8.46,2020-09-01,2020.660273972603,-0.83
123,09/02/20,51.19,26332630,2.07,4.21,4.21,52.09,-2.93,49.36,51.36,49.36,-4.6,2020-09-02,2020.66301369863,4.21
124,09/03/20,50.48,22289380,-0.71,-1.39,-1.39,51.36,-4.28,51.4,52.14,50.1,-5.93,2020-09-03,2020.6657534246576,-1.39
125,09/04/20,51.04,21019550,0.56,1.11,1.11,51.93,-3.22,50.94,51.47,50.28,-4.88,2020-09-04,2020.668493150685,1.11
126,09/08/20,49.81,17776750,-1.23,-2.41,-2.41,50.68,-5.55,50.93,51.04,49.36,-7.17,2020-09-08,2020.6794520547944,-2.41
127,09/09/20,50.19,15252280,0.38,0.76,0.76,51.07,-4.83,49.6,50.76,49.55,-6.47,2020-09-09,2020.682191780822,0.76
128,09/10/20,50.0,15439510,-0.19,-0.38,-0.38,50.88,-5.19,50.35,50.68,49.95,-6.82,2020-09-10,2020.6849315068491,-0.38
129,09/11/20,51.06,18272340,1.06,2.12,2.12,51.95,-3.18,50.4,51.2,50.1,-4.85,2020-09-11,2020.6876712328767,2.12
130,09/14/20,50.71,10911660,-0.35,-0.69,0.12,52.02,-3.06,50.97,51.23,50.57,-5.5,2020-09-14,2020.695890410959,0.12
131,09/15/20,51.05,12838390,0.34,0.67,0.67,52.36,-2.41,51.0,51.38,50.84,-4.86,2020-09-15,2020.6986301369864,0.67
132,09/16/20,50.79,15354680,-0.26,-0.51,-0.51,52.1,-2.91,50.95,51.45,50.74,-5.35,2020-09-16,2020.7013698630135,-0.51
133,09/17/20,50.55,13287140,-0.24,-0.47,-0.47,51.85,-3.37,50.22,50.63,49.94,-5.8,2020-09-17,2020.704109589041,-0.47
134,09/18/20,50.45,23816600,-0.1,-0.2,-0.2,51.75,-3.56,50.75,51.16,50.21,-5.98,2020-09-18,2020.7068493150684,-0.2
135,09/21/20,49.09,17514770,-1.36,-2.7,-2.7,50.35,-6.16,49.75,50.02,48.61,-8.52,2020-09-21,2020.7150684931507,-2.7
136,09/22/20,49.66,13034620,0.57,1.16,1.16,50.94,-5.07,49.11,50.04,49.07,-7.45,2020-09-22,2020.717808219178,1.16
137,09/23/20,48.21,17121210,-1.45,-2.92,-2.92,49.45,-7.84,49.73,49.92,48.17,-10.16,2020-09-23,2020.7205479452052,-2.92
138,09/24/20,48.7,16788100,0.49,1.02,1.02,49.95,-6.91,48.21,49.1,47.56,-9.24,2020-09-24,2020.7232876712328,1.02
139,09/25/20,48.72,12603380,0.02,0.04,0.04,49.97,-6.87,48.2,48.76,47.98,-9.21,2020-09-25,2020.72602739726,0.04
140,09/28/20,49.28,11215710,0.56,1.15,1.15,50.55,-5.8,49.31,49.71,49.14,-8.16,2020-09-28,2020.7342465753425,1.15
141,09/29/20,48.92,12427770,-0.36,-0.73,-0.73,50.18,-6.49,49.39,49.56,48.91,-8.83,2020-09-29,2020.7369863013696,-0.73
142,09/30/20,49.37,15755900,0.45,0.92,0.92,50.64,-5.63,49.27,49.62,48.89,-7.99,2020-09-30,2020.7397260273967,0.92
143,10/01/20,49.18,17577260,-0.19,-0.38,-0.38,50.45,-5.99,49.44,49.66,48.59,-8.35,2020-10-01,2020.7424657534248,-0.38
144,10/02/20,49.36,13610070,0.18,0.37,0.37,50.63,-5.64,48.76,49.58,48.55,-8.01,2020-10-02,2020.745205479452,0.37
145,10/05/20,49.38,10628740,0.02,0.04,0.04,50.65,-5.61,49.43,49.55,49.12,-7.98,2020-10-05,2020.7534246575344,0.04
146,10/06/20,48.94,10077430,-0.44,-0.89,-0.89,50.2,-6.45,49.55,49.73,48.83,-8.8,2020-10-06,2020.7561643835616,-0.89
147,10/07/20,49.56,10135650,0.62,1.27,1.27,50.84,-5.26,49.02,49.76,48.95,-7.64,2020-10-07,2020.758904109589,1.27
148,10/08/20,50.46,12143920,0.9,1.82,1.82,51.76,-3.54,49.71,50.54,49.54,-5.96,2020-10-08,2020.7616438356165,1.82
149,10/09/20,50.81,11407810,0.35,0.69,0.69,52.12,-2.87,50.67,51.23,50.6,-5.31,2020-10-09,2020.764383561644,0.69
150,10/12/20,51.09,11386510,0.28,0.55,0.55,52.41,-2.34,50.84,51.53,50.83,-4.79,2020-10-12,2020.772602739726,0.55
151,10/13/20,50.22,14365290,-0.87,-1.7,-1.7,51.51,-4.0,50.99,50.99,49.9,-6.41,2020-10-13,2020.7753424657533,-1.7
152,10/14/20,50.12,10582940,-0.1,-0.2,-0.2,51.41,-4.19,50.05,50.49,49.65,-6.6,2020-10-14,2020.7780821917809,-0.2
153,10/15/20,49.99,9963190,-0.13,-0.26,-0.26,51.28,-4.44,49.4,50.13,49.3,-6.84,2020-10-15,2020.780821917808,-0.26
154,10/16/20,50.03,13570890,0.04,0.08,0.08,51.32,-4.36,49.99,50.35,49.87,-6.76,2020-10-16,2020.783561643836,0.08
155,10/19/20,49.62,9930443,-0.41,-0.82,-0.82,50.9,-5.15,50.03,50.48,49.46,-7.53,2020-10-19,2020.7917808219177,-0.82
156,10/20/20,50.25,10972730,0.63,1.27,1.27,51.54,-3.94,49.89,50.62,49.79,-6.35,2020-10-20,2020.7945205479448,1.27
157,10/21/20,49.99,12517410,-0.26,-0.52,-0.52,51.28,-4.44,49.96,50.43,49.77,-6.84,2020-10-21,2020.7972602739728,-0.52
158,10/22/20,50.68,20189230,0.69,1.38,1.38,51.99,-3.12,51.17,51.2,50.38,-5.55,2020-10-22,2020.8,1.38
159,10/23/20,50.52,13491270,-0.16,-0.32,-0.32,51.82,-3.43,51.0,51.18,50.47,-5.85,2020-10-23,2020.8027397260275,-0.32
160,10/26/20,49.8,14696400,-0.72,-1.43,-1.43,51.08,-4.8,50.34,50.51,49.2,-7.19,2020-10-26,2020.8109589041096,-1.43
161,10/27/20,49.9,13892110,0.1,0.2,0.2,51.19,-4.61,49.81,50.29,49.55,-7.01,2020-10-27,2020.813698630137,0.2
162,10/28/20,47.96,19886160,-1.94,-3.89,-3.89,49.2,-8.32,49.0,49.15,47.78,-10.62,2020-10-28,2020.8164383561643,-3.89
163,10/29/20,48.02,15369880,0.06,0.13,0.13,49.26,-8.21,47.73,48.48,47.3,-10.51,2020-10-29,2020.819178082192,0.13
164,10/30/20,48.06,15805000,0.04,0.08,0.08,49.3,-8.13,47.81,48.12,47.37,-10.44,2020-10-30,2020.8219178082195,0.08
165,11/02/20,48.62,15156150,0.56,1.17,1.17,49.87,-7.06,48.75,48.95,48.24,-9.39,2020-11-02,2020.827397260274,1.17
166,11/03/20,49.35,15285090,0.73,1.5,1.5,50.62,-5.66,49.22,49.96,49.0,-8.03,2020-11-03,2020.830136986301,1.5
167,11/04/20,49.17,12930820,-0.18,-0.36,-0.36,50.44,-6.01,49.43,50.21,49.08,-8.37,2020-11-04,2020.8328767123287,-0.36
168,11/05/20,49.44,12452430,0.27,0.55,0.55,50.71,-5.49,49.76,50.21,49.34,-7.86,2020-11-05,2020.835616438356,0.55
169,11/06/20,49.45,9294903,0.01,0.02,0.02,50.72,-5.47,49.65,49.99,49.25,-7.85,2020-11-06,2020.838356164384,0.02
170,11/09/20,52.57,33441950,3.12,6.31,6.31,53.92,0.49,52.5,53.26,52.07,-2.03,2020-11-09,2020.8465753424657,6.31
171,11/10/20,53.98,29706670,1.41,2.68,2.68,55.37,3.19,52.57,54.28,52.45,0.6,2020-11-10,2020.849315068493,2.68
172,11/11/20,53.58,17399920,-0.4,-0.74,-0.74,54.96,2.42,53.93,54.3,53.33,-0.15,2020-11-11,2020.8520547945209,-0.74
173,11/12/20,53.01,15026960,-0.57,-1.06,-1.06,54.38,1.33,53.05,53.21,52.61,-1.21,2020-11-12,2020.854794520548,-1.06
174,11/13/20,53.45,12449440,0.44,0.83,0.83,54.83,2.17,53.25,53.5,52.89,-0.39,2020-11-13,2020.8575342465756,0.83
175,11/16/20,53.85,14908180,0.4,0.75,0.75,55.24,2.94,54.5,54.62,53.28,0.35,2020-11-16,2020.8657534246572,0.75
176,11/17/20,53.68,14248360,-0.17,-0.32,-0.32,55.06,2.61,53.66,53.75,53.03,0.04,2020-11-17,2020.868493150685,-0.32
177,11/18/20,52.61,15278210,-1.07,-1.99,-1.99,53.96,0.57,53.75,54.02,52.56,-1.96,2020-11-18,2020.8712328767124,-1.99
178,11/19/20,53.13,17189550,0.52,0.99,0.99,54.5,1.56,52.49,53.23,51.95,-0.99,2020-11-19,2020.87397260274,0.99
179,11/20/20,52.67,15647920,-0.46,-0.87,-0.87,54.03,0.68,53.19,53.25,52.59,-1.84,2020-11-20,2020.876712328767,-0.87
180,11/23/20,52.68,13194020,0.01,0.02,0.02,54.04,0.7,52.95,53.17,52.2,-1.83,2020-11-23,2020.8849315068492,0.02
181,11/24/20,53.22,13836370,0.54,1.03,1.03,54.59,1.73,53.14,53.59,53.02,-0.82,2020-11-24,2020.8876712328768,1.03
182,11/25/20,52.93,10194760,-0.29,-0.54,-0.54,54.29,1.18,53.07,53.28,52.79,-1.36,2020-11-25,2020.890410958904,-0.54
183,11/27/20,52.7,8499289,-0.23,-0.43,-0.43,54.06,0.74,53.11,53.19,52.61,-1.79,2020-11-27,2020.8958904109588,-0.43
184,11/30/20,51.6,43203594,-1.1,-2.09,-1.31,53.35,-0.58,52.09,52.19,51.08,-3.84,2020-11-30,2020.904109589041,-1.31
185,12/01/20,52.04,18969340,0.44,0.85,0.85,53.8,0.27,52.14,52.33,51.79,-3.02,2020-12-01,2020.9068493150685,0.85
186,12/02/20,52.11,14913070,0.07,0.13,0.13,53.88,0.4,51.9,52.13,51.64,-2.89,2020-12-02,2020.909589041096,0.13
187,12/03/20,52.78,17318880,0.67,1.29,1.29,54.57,1.69,51.9,52.94,51.9,-1.64,2020-12-03,2020.9123287671232,1.29
188,12/04/20,53.85,18122400,1.07,2.03,2.03,55.68,3.76,52.78,53.87,52.76,0.35,2020-12-04,2020.9150684931508,2.03
189,12/07/20,52.99,16210860,-0.86,-1.6,-1.6,54.79,2.1,53.76,53.78,52.7,-1.25,2020-12-07,2020.9232876712329,-1.6
190,12/08/20,53.18,12485800,0.19,0.36,0.36,54.98,2.47,52.94,53.48,52.79,-0.89,2020-12-08,2020.92602739726,0.36
191,12/09/20,53.33,11508590,0.15,0.28,0.28,55.14,2.75,53.37,53.6,53.0,-0.61,2020-12-09,2020.928767123288,0.28
192,12/10/20,53.05,12097340,-0.28,-0.53,-0.53,54.85,2.22,53.4,53.51,52.98,-1.14,2020-12-10,2020.9315068493152,-0.53
193,12/11/20,53.35,10638100,0.3,0.57,0.57,55.16,2.79,52.8,53.54,52.78,-0.58,2020-12-11,2020.9342465753425,0.57
194,12/14/20,53.27,22292030,-0.08,-0.15,-0.15,55.08,2.64,53.65,53.84,53.18,-0.73,2020-12-14,2020.9424657534248,-0.15
195,12/15/20,53.84,16194490,0.57,1.07,1.07,55.67,3.74,53.79,54.22,53.6,0.34,2020-12-15,2020.945205479452,1.07
196,12/16/20,53.06,15679650,-0.78,-1.45,-1.45,54.86,2.23,53.6,53.8,52.94,-1.12,2020-12-16,2020.9479452054795,-1.45
197,12/17/20,53.27,12677330,0.21,0.4,0.4,55.08,2.64,53.3,53.71,53.15,-0.73,2020-12-17,2020.9506849315069,0.4
198,12/18/20,53.74,35480120,0.47,0.88,0.88,55.56,3.54,53.08,53.84,52.62,0.15,2020-12-18,2020.9534246575345,0.88
199,12/21/20,52.81,14926600,-0.93,-1.73,-1.73,54.6,1.75,52.68,53.0,51.98,-1.58,2020-12-21,2020.9616438356163,-1.73
200,12/22/20,52.76,9691586,-0.05,-0.09,-0.09,54.55,1.66,52.81,53.18,52.39,-1.68,2020-12-22,2020.964383561644,-0.09
201,12/23/20,53.08,7040628,0.32,0.61,0.61,54.88,2.27,52.95,53.39,52.94,-1.08,2020-12-23,2020.9671232876717,0.61
202,12/24/20,53.44,3265532,0.36,0.68,0.68,55.25,2.97,53.02,53.55,53.02,-0.41,2020-12-24,2020.9698630136984,0.68
203,12/28/20,54.16,9020482,0.72,1.35,1.35,56.0,4.35,53.85,54.44,53.73,0.93,2020-12-28,2020.9808219178085,1.35
204,12/29/20,54.13,8320600,-0.03,-0.06,-0.06,55.97,4.3,54.45,54.49,54.02,0.88,2020-12-29,2020.983561643836,-0.06
205,12/30/20,54.44,8142749,0.31,0.57,0.57,56.29,4.89,54.05,54.63,54.03,1.45,2020-12-30,2020.986301369863,0.57
206,12/31/20,54.84,8494972,0.4,0.73,0.73,56.7,5.66,54.45,54.93,54.27,2.2,2020-12-31,2020.9890410958903,0.73
207,01/04/21,52.76,25611100,-2.08,-3.79,-3.79,54.55,1.66,54.27,54.63,52.03,-1.68,2021-01-04,2021.0109589041097,-3.79
208,01/05/21,52.18,20323820,-0.58,-1.1,-1.1,53.95,0.54,52.33,52.62,52.03,-2.76,2021-01-05,2021.013698630137,-1.1
209,01/06/21,50.52,38724520,-1.66,-3.18,-3.18,52.23,-2.66,51.97,52.02,50.19,-5.85,2021-01-06,2021.0164383561644,-3.18
210,01/07/21,49.96,53225700,-0.56,-1.11,-1.11,51.65,-3.74,50.09,50.26,49.52,-6.9,2021-01-07,2021.019178082192,-1.11
211,01/08/21,51.08,29673950,1.12,2.24,2.24,52.81,-1.58,50.03,51.13,49.84,-4.81,2021-01-08,2021.021917808219,2.24
212,01/11/21,50.2,19310580,-0.88,-1.72,-1.72,51.9,-3.28,50.62,50.86,49.95,-6.45,2021-01-11,2021.0301369863012,-1.72
213,01/12/21,50.11,18538660,-0.09,-0.18,-0.18,51.81,-3.45,50.04,50.37,49.76,-6.62,2021-01-12,2021.0328767123287,-0.18
214,01/13/21,50.16,18864150,0.05,0.1,0.1,51.86,-3.35,49.98,50.36,49.95,-6.52,2021-01-13,2021.035616438356,0.1
215,01/14/21,49.23,34303580,-0.93,-1.85,-1.85,50.9,-5.15,50.16,50.18,49.22,-8.26,2021-01-14,2021.0383561643837,-1.85
216,01/15/21,48.7,24366790,-0.53,-1.08,-1.08,50.35,-6.17,49.16,49.18,48.53,-9.24,2021-01-15,2021.041095890411,-1.08
217,01/19/21,48.51,29114470,-0.19,-0.39,-0.39,50.15,-6.53,48.74,49.04,48.24,-9.6,2021-01-19,2021.0520547945205,-0.39
218,01/20/21,48.68,23115800,0.17,0.35,0.35,50.33,-6.2,48.54,48.82,48.31,-9.28,2021-01-20,2021.054794520548,0.35
219,01/21/21,48.95,19707200,0.27,0.55,0.55,50.61,-5.68,48.78,49.09,48.46,-8.78,2021-01-21,2021.0575342465756,0.55
220,01/22/21,48.49,15400350,-0.46,-0.94,-0.94,50.13,-6.57,48.81,48.94,48.49,-9.63,2021-01-22,2021.0602739726028,-0.94
221,01/25/21,48.78,16604210,0.29,0.6,0.6,50.43,-6.01,48.42,48.84,48.24,-9.09,2021-01-25,2021.0684931506848,0.6
222,01/26/21,49.29,12922630,0.51,1.05,1.05,50.96,-5.03,48.91,49.4,48.61,-8.14,2021-01-26,2021.0712328767124,1.05
223,01/27/21,48.53,21242410,-0.76,-1.54,-1.54,50.18,-6.49,48.89,49.32,48.23,-9.56,2021-01-27,2021.07397260274,-1.54
224,01/28/21,49.15,17498870,0.62,1.28,1.28,50.82,-5.3,48.69,49.5,48.61,-8.4,2021-01-28,2021.0767123287671,1.28
225,01/29/21,48.15,18670260,-1.0,-2.03,-2.03,49.78,-7.23,49.03,49.12,48.11,-10.27,2021-01-29,2021.0794520547945,-2.03
226,02/01/21,48.48,12183610,0.33,0.69,0.69,50.12,-6.59,48.27,48.69,48.18,-9.65,2021-02-01,2021.0849315068488,0.69
227,02/02/21,48.96,13319750,0.48,0.99,0.99,50.62,-5.67,48.8,49.35,48.63,-8.76,2021-02-02,2021.0876712328768,0.99
228,02/03/21,48.77,12274120,-0.19,-0.39,-0.39,50.42,-6.03,48.95,49.09,48.67,-9.11,2021-02-03,2021.090410958904,-0.39
229,02/04/21,49.01,20597410,0.24,0.49,0.49,50.67,-5.57,48.96,49.07,48.65,-8.67,2021-02-04,2021.0931506849315,0.49
230,02/05/21,49.65,12742030,0.64,1.31,1.31,51.33,-4.34,49.5,49.78,49.27,-7.47,2021-02-05,2021.0958904109589,1.31
231,02/08/21,49.92,17833220,0.27,0.54,0.54,51.61,-3.82,49.96,50.17,49.49,-6.97,2021-02-08,2021.1041095890407,0.54
232,02/09/21,49.7,14592920,-0.22,-0.44,-0.44,51.39,-4.24,49.85,50.02,49.63,-7.38,2021-02-09,2021.1068493150683,-0.44
233,02/10/21,49.6,22965430,-0.1,-0.2,-0.2,51.28,-4.43,50.41,50.58,49.53,-7.57,2021-02-10,2021.109589041096,-0.2
234,02/11/21,50.3,21928580,0.7,1.41,1.41,52.01,-3.08,49.81,50.59,49.8,-6.26,2021-02-11,2021.1123287671232,1.41
235,02/12/21,50.69,13137060,0.39,0.78,0.78,52.41,-2.33,50.57,50.85,50.39,-5.53,2021-02-12,2021.1150684931504,0.78
236,02/16/21,50.27,15093410,-0.42,-0.83,-0.83,51.97,-3.14,50.62,50.72,50.16,-6.32,2021-02-16,2021.1260273972605,-0.83
237,02/17/21,50.13,12810510,-0.14,-0.28,-0.28,51.83,-3.41,50.0,50.49,49.89,-6.58,2021-02-17,2021.128767123288,-0.28
238,02/18/21,50.77,12749840,0.64,1.28,1.28,52.49,-2.18,50.16,50.85,50.03,-5.39,2021-02-18,2021.131506849315,1.28
239,02/19/21,50.11,15968770,-0.66,-1.3,-1.3,51.81,-3.45,50.79,50.83,49.97,-6.62,2021-02-19,2021.1342465753423,-1.3
240,02/22/21,50.63,14370880,0.52,1.04,1.04,52.35,-2.45,49.85,50.88,49.67,-5.65,2021-02-22,2021.1424657534249,1.04
241,02/23/21,50.54,16222250,-0.09,-0.18,-0.18,52.25,-2.62,51.0,51.51,50.42,-5.81,2021-02-23,2021.145205479452,-0.18
242,02/24/21,50.71,14442000,0.17,0.34,0.34,52.43,-2.29,50.39,50.9,50.13,-5.5,2021-02-24,2021.1479452054796,0.34
243,02/25/21,50.17,14211090,-0.54,-1.06,-1.06,51.87,-3.33,50.47,50.75,49.98,-6.5,2021-02-25,2021.150684931507,-1.06
244,02/26/21,48.99,23638350,-1.18,-2.35,-2.35,50.65,-5.61,50.2,50.21,48.97,-8.7,2021-02-26,2021.1534246575343,-2.35
